"DDKey","SortNumber","LCID","SeqNo","DisplayValue","CatalogID",
"Selvat Version:","1","2052","0","推力座版本","ScreenEditor",
"Selvat Version:","1","1028","0","推力座版本","ScreenEditor",
"Selvat Version:","1","1033","0","","ScreenEditor",
"Selvat","1","2052","0","推力座","ScreenEditor",
"Selvat","1","1028","0","推力座","ScreenEditor",
"Selvat","1","1033","0","","ScreenEditor",
"Cannot delete catalog, exits data in the catalog ""%%s"".","1","2052","0","不能删除分类，分类""%%s""存在数据。","ScreenEditor",
"Cannot delete catalog, exits data in the catalog ""%%s"".","1","1028","0","不能刪除分類，分類""%%s""存在數據。","ScreenEditor",
"Cannot delete catalog, exits data in the catalog ""%%s"".","1","1033","0","","ScreenEditor",
"Select Layout","1","2052","0","布局选择","ScreenEditor",
"Select Layout","1","1028","0","布局選擇","ScreenEditor",
"Select Layout","1","1033","0","","ScreenEditor",
"Key Number","1","2052","0","按键数选项","ScreenEditor",
"Key Number","1","1028","0","按鍵數選項","ScreenEditor",
"Key Number","1","1033","0","","ScreenEditor",
"Library Directory Tree","1","2052","0","库文件目录树","ScreenEditor",
"Library Directory Tree","1","1028","0","庫文件目錄樹","ScreenEditor",
"Library Directory Tree","1","1033","0","","ScreenEditor",
"Library Path","","2052","0","库路经","ScreenEditor",
"Library Path","","1028","0","庫路經","ScreenEditor",
"Library Path","","1033","0","","ScreenEditor",
"Library Path:","","2052","0","库路经:","Library Path",
"Library Path:","","1028","0","庫路經:","Library Path",
"Library Path:","","1033","0","","Library Path",
"Log Manager","1","2052","0","日志管理器","ScreenEditor",
"Log Manager","1","1028","0","日志管理器","ScreenEditor",
"Log Manager","1","1033","0","","ScreenEditor",
"S_InvlidatePropValue","1","2052","0","属性值：""%%s""对属性""%%s""是错误的，在文件""%%s""中的""%%d""！","ScreenEditor",
"S_InvlidatePropValue","1","1028","0","屬性值：""%%s""對屬性""%%s""是錯誤的，在文件""%%s""中的""%%d""！","ScreenEditor",
"S_InvlidatePropValue","1","1033","0","","ScreenEditor",
"&Add File","1","2052","0","&增加文件","ScreenEditor",
"&Add File","1","1028","0","&增加文件","ScreenEditor",
"&Add File","1","1033","0","","ScreenEditor",
"Search Content","1","2052","0","搜寻内容","ScreenEditor",
"Search Content","1","1028","0","搜尋內容","ScreenEditor",
"Search Content","1","1033","0","","ScreenEditor",
"Loading picture from version...","1","2052","0","正在从版本加载图片资料...","ScreenEditor",
"Loading picture from version...","1","1028","0","正在從版本加載圖片資料...","ScreenEditor",
"Loading picture from version...","1","1033","0","","ScreenEditor",
"Save picture: ""%%s""...","1","2052","0","保存图片: ""%%s""...","ScreenEditor",
"Save picture: ""%%s""...","1","1028","0","保存圖片: ""%%s""...","ScreenEditor",
"Save picture: ""%%s""...","1","1033","0","","ScreenEditor",
"Save As...","1","2052","0","另存为...","ScreenEditor",
"Save As...","1","1028","0","另存為...","ScreenEditor",
"Save As...","1","1033","0","","ScreenEditor",
"Select a Group","1","2052","0","选择分组","ScreenEditor",
"Select a Group","1","1028","0","選擇分組","ScreenEditor",
"Select a Group","1","1033","0","","ScreenEditor",
"Save All to Directory...","1","2052","0","全部保存到文件夹...","ScreenEditor",
"Save All to Directory...","1","1028","0","全部保存到文件夾...","ScreenEditor",
"Save All to Directory...","1","1033","0","","ScreenEditor",
"Left to Right","","2052","0","从左到右","ScreenEditor",
"Left to Right","","1028","0","從左到右","ScreenEditor",
"Left to Right","","1033","0","","ScreenEditor",
"Can not be deleted, ""%%s"" has been used.","1","2052","0","不能删除,""%%s"" 已经被使用.","ScreenEditor",
"Can not be deleted, ""%%s"" has been used.","1","1028","0","不能刪除,""%%s"" 已經被使用.","ScreenEditor",
"Can not be deleted, ""%%s"" has been used.","1","1033","0","","ScreenEditor",
"Save picture to file...","1","2052","0","图片另存为...","ScreenEditor",
"Save picture to file...","1","1028","0","圖片另存為...","ScreenEditor",
"Save picture to file...","1","1033","0","","ScreenEditor",
"Canceled by user when import pictures!","1","2052","0","当导入图片时，取消操作!","ScreenEditor",
"Canceled by user when import pictures!","1","1028","0","當導入圖片時，取消操作!","ScreenEditor",
"Canceled by user when import pictures!","1","1033","0","","ScreenEditor",
"Loading parameter ""%%s""...","1","2052","0","正在导入参数 ""%%s""...","ScreenEditor",
"Loading parameter ""%%s""...","1","1028","0","正在導入參數 ""%%s""...","ScreenEditor",
"Loading parameter ""%%s""...","1","1033","0","","ScreenEditor",
"Select Picture From Database...","1","2052","0","从数据库选择图片...","ScreenEditor",
"Select Picture From Database...","1","1028","0","從數據庫選擇圖片...","ScreenEditor",
"Select Picture From Database...","1","1033","0","","ScreenEditor",
"Cannot create class ""%%s"" in file ""%%s"" line %%d.","1","2052","0","不能创建类 ""%%s""，出错位置在文件""%%s""中的第 %%d行。","ScreenEditor",
"Cannot create class ""%%s"" in file ""%%s"" line %%d.","1","1028","0","不能創建類 ""%%s""出錯位置在文件""%%s""中的第 %%d行。","ScreenEditor",
"Cannot create class ""%%s"" in file ""%%s"" line %%d.","1","1033","0","","ScreenEditor",
"Language List","1","2052","0","语言列表","ScreenEditor",
"Language List","1","1028","0","語言列表","ScreenEditor",
"Language List","1","1033","0","","ScreenEditor",
"Left Gap","","2052","0","左边距","ScreenEditor",
"Left Gap","","1028","0","左邊距","ScreenEditor",
"Left Gap","","1033","0","","ScreenEditor",
"Language Select","1","2052","0","语言选择","ScreenEditor",
"Language Select","1","1028","0","語言選擇","ScreenEditor",
"Language Select","1","1033","0","","ScreenEditor",
"Loading picture data...","1","2052","0","正在加载图片数据...","ScreenEditor",
"Loading picture data...","1","1028","0","正在加載圖片數據...","ScreenEditor",
"Loading picture data...","1","1033","0","","ScreenEditor",
"Select component inner ""CtmWnd"" property","1","2052","0","选择元件内部的“CtmWnd”属性","ScreenEditor",
"Select component inner ""CtmWnd"" property","1","1028","0","選擇元件內部的“CtmWnd”屬性","ScreenEditor",
"Select component inner ""CtmWnd"" property","1","1033","0","","ScreenEditor",
"Log Detail","1","2052","0","日志详细内容","ScreenEditor",
"Log Detail","1","1028","0","日志詳細內容","ScreenEditor",
"Log Detail","1","1033","0","","ScreenEditor",
"Loading control data...","1","2052","0","正在载入控制参数资料......","ScreenEditor",
"Loading control data...","1","1028","0","正在載入控制參數資料......","ScreenEditor",
"Loading control data...","1","1033","0","","ScreenEditor",
"Link View","1","2052","0","链结画面","ScreenEditor",
"Link View","1","1028","0","鏈結畫面","ScreenEditor",
"Link View","1","1033","0","","ScreenEditor",
"Select Control Data","1","2052","0","选择控制参数","ScreenEditor",
"Select Control Data","1","1028","0","選擇控制參數","ScreenEditor",
"Select Control Data","1","1033","0","","ScreenEditor",
"Select View Group...","1","2052","0","选取画面分组...","ScreenEditor",
"Select View Group...","1","1028","0","選取畫面分組...","ScreenEditor",
"Select View Group...","1","1033","0","","ScreenEditor",
"Log Detail Information","1","2052","0","日志详细信息","ScreenEditor",
"Log Detail Information","1","1028","0","日志詳細信息","ScreenEditor",
"Log Detail Information","1","1033","0","","ScreenEditor",
"Link Bar","1","2052","0","链结工具栏","ScreenEditor",
"Link Bar","1","1028","0","鏈結工具欄","ScreenEditor",
"Link Bar","1","1033","0","","ScreenEditor",
"Log Description","1","2052","0","日志描述","ScreenEditor",
"Log Description","1","1028","0","日志描述","ScreenEditor",
"Log Description","1","1033","0","","ScreenEditor",
"Select a kind of key number.","1","2052","0","请选择一种按键数。","ScreenEditor",
"Select a kind of key number.","1","1028","0","請選擇一種按鍵數。","ScreenEditor",
"Select a kind of key number.","1","1033","0","","ScreenEditor",
"Loading control data related multi-language string...","1","2052","0","正在载入控制参数关联到的多语言字串资料......","ScreenEditor",
"Loading control data related multi-language string...","1","1028","0","正在載入控制參數關聯到的多語言字串資料......","ScreenEditor",
"Loading control data related multi-language string...","1","1033","0","","ScreenEditor",
"Save All to Directory","1","2052","0","全部保存到文件夹","ScreenEditor",
"Save All to Directory","1","1028","0","全部保存到文件夾","ScreenEditor",
"Save All to Directory","1","1033","0","","ScreenEditor",
"Select A Image From Version","1","2052","0","从版本选取一个图片","ScreenEditor",
"Select A Image From Version","1","1028","0","從版本選取一個圖片","ScreenEditor",
"Select A Image From Version","1","1033","0","","ScreenEditor",
"Keep the source file:","1","2052","0","保留加密前数据：","ScreenEditor",
"Keep the source file:","1","1028","0","保留加密前數據：","ScreenEditor",
"Keep the source file:","1","1033","0","","ScreenEditor",
"Sav&e All","","2052","0","全部保存","ScreenEditor",
"Sav&e All","","1028","0","全部保存","ScreenEditor",
"Sav&e All","","1033","0","","ScreenEditor",
"Save All","","2052","0","全部保存","Sav&e All",
"Save All","","1028","0","全部保存","Sav&e All",
"Save All","","1033","0","","Sav&e All",
"Save to file","1","2052","0","保存到文件","ScreenEditor",
"Save to file","1","1028","0","保存到文件","ScreenEditor",
"Save to file","1","1033","0","","ScreenEditor",
"Log Catalog","1","2052","0","日志分类","ScreenEditor",
"Log Catalog","1","1028","0","日志分類","ScreenEditor",
"Log Catalog","1","1033","0","","ScreenEditor",
"Downloading from database...","1","2052","0","从数据库下载......","ScreenEditor",
"Downloading from database...","1","1028","0","從數據庫下載......","ScreenEditor",
"Downloading from database...","1","1033","0","","ScreenEditor",
"Download files...","1","2052","0","下载文件...","ScreenEditor",
"Download files...","1","1028","0","下載文件...","ScreenEditor",
"Download files...","1","1033","0","","ScreenEditor",
"Translate String List","1","2052","0","翻译字串列表","ScreenEditor",
"Translate String List","1","1028","0","翻譯字串列表","ScreenEditor",
"Translate String List","1","1033","0","","ScreenEditor",
"Add a name for the ''Define'' catalog first, please!","1","2052","0","请先增加一个'Define'的类别!","ScreenEditor",
"Add a name for the ''Define'' catalog first, please!","1","1028","0","請先增加一個'Define'的類別!","ScreenEditor",
"Add a name for the ''Define'' catalog first, please!","1","1033","0","","ScreenEditor",
"Do you sure delete the ""%%s"" of catalog?","1","2052","0","确定删除值为""%%s""的类别 ?","ScreenEditor",
"Do you sure delete the ""%%s"" of catalog?","1","1028","0","確定刪除值為""%%s""的類別 ?","ScreenEditor",
"Do you sure delete the ""%%s"" of catalog?","1","1033","0","","ScreenEditor",
"Do you delete ""%%s"" ?","1","2052","0","确定删除""%%s"" ?","ScreenEditor",
"Do you delete ""%%s"" ?","1","1028","0","確定刪除""%%s"" ?","ScreenEditor",
"Do you delete ""%%s"" ?","1","1033","0","","ScreenEditor",
"&Tool Palette","1","2052","0","元件盘","ScreenEditor",
"&Tool Palette","1","1028","0","元件盤","ScreenEditor",
"&Tool Palette","1","1033","0","","ScreenEditor",
"Do you delete the ""%%s"" of catalog?","1","2052","0","你确定要删除""%%s""分类吗(Y/N)？","ScreenEditor",
"Do you delete the ""%%s"" of catalog?","1","1028","0","你確定要刪除""%%s""分類嗎(Y/N)？","ScreenEditor",
"Do you delete the ""%%s"" of catalog?","1","1033","0","","ScreenEditor",
"Do you delete the ""%%s"" of catalog and values?","1","2052","0","确定删除此目录中的值""%%s""?","ScreenEditor",
"Do you delete the ""%%s"" of catalog and values?","1","1028","0","確定刪除此目錄中的值""%%s""?","ScreenEditor",
"Do you delete the ""%%s"" of catalog and values?","1","1033","0","","ScreenEditor",
"Add Catalog","1","2052","0","增加分类","ScreenEditor",
"Add Catalog","1","1028","0","增加分類","ScreenEditor",
"Add Catalog","1","1033","0","","ScreenEditor",
"E&xtensions","1","2052","0","宽展名","ScreenEditor",
"E&xtensions","1","1028","0","寬展名","ScreenEditor",
"E&xtensions","1","1033","0","","ScreenEditor",
"Add Config","1","2052","0","增加配置文件","ScreenEditor",
"Add Config","1","1028","0","增加配置文件","ScreenEditor",
"Add Config","1","1033","0","","ScreenEditor",
"Edit Catalog...","1","2052","0","编辑分类...","ScreenEditor",
"Edit Catalog...","1","1028","0","編輯分類...","ScreenEditor",
"Edit Catalog...","1","1033","0","","ScreenEditor",
"Duplication of names: ""%%s""!","1","2052","0","副本的名称为: ""%%s""!","ScreenEditor",
"Duplication of names: ""%%s""!","1","1028","0","副本的名稱為: ""%%s""!","ScreenEditor",
"Duplication of names: ""%%s""!","1","1033","0","","ScreenEditor",
"Translate By Google","1","2052","0","使用谷歌翻译","ScreenEditor",
"Translate By Google","1","1028","0","使用谷歌翻譯","ScreenEditor",
"Translate By Google","1","1033","0","","ScreenEditor",
"Translate String ID","1","2052","0","翻译字串ID","ScreenEditor",
"Translate String ID","1","1028","0","翻譯字串ID","ScreenEditor",
"Translate String ID","1","1033","0","","ScreenEditor",
"DueDate","1","2052","0","到期日","ScreenEditor",
"DueDate","1","1028","0","到期日","ScreenEditor",
"DueDate","1","1033","0","","ScreenEditor",
"Translate","1","2052","0","翻译","ScreenEditor",
"Translate","1","1028","0","翻譯","ScreenEditor",
"Translate","1","1033","0","","ScreenEditor",
"Deleting old project...","1","2052","0","正在删除旧专案...","ScreenEditor",
"Deleting old project...","1","1028","0","正在刪除舊專案...","ScreenEditor",
"Deleting old project...","1","1033","0","","ScreenEditor",
"Deleting old data, please wait a moment!","1","2052","0","正在删除旧有的数据，请稍候...","ScreenEditor",
"Deleting old data, please wait a moment!","1","1028","0","正在刪除舊有的數據，請稍候...","ScreenEditor",
"Deleting old data, please wait a moment!","1","1033","0","","ScreenEditor",
"Gradient Color Control","","2052","0","渐进色控制","Deleting old data, please wait a moment!",
"Gradient Color Control","","1028","0","漸進色控制","Deleting old data, please wait a moment!",
"Gradient Color Control","","1033","0","","Deleting old data, please wait a moment!",
"CodeCenter Options","","2052","0","代码中心参数","ScreenEditor",
"CodeCenter Options","","1028","0","代碼中心參數","ScreenEditor",
"CodeCenter Options","","1033","0","","ScreenEditor",
"CodeCenter Options...","","2052","0","代码中心参数...","CodeCenter Options",
"CodeCenter Options...","","1028","0","代碼中心參數...","CodeCenter Options",
"CodeCenter Options...","","1033","0","","CodeCenter Options",
"Deleting picture from server: ""%%s""...","1","2052","0","从服务器删除图片: ""%%s""...","ScreenEditor",
"Deleting picture from server: ""%%s""...","1","1028","0","從服務器刪除圖片: ""%%s""...","ScreenEditor",
"Deleting picture from server: ""%%s""...","1","1033","0","","ScreenEditor",
"DeleteCausation","1","2052","0","删除原因","ScreenEditor",
"DeleteCausation","1","1028","0","刪除原因","ScreenEditor",
"DeleteCausation","1","1033","0","","ScreenEditor",
"Upload files","1","2052","0","上传文件","ScreenEditor",
"Upload files","1","1028","0","上傳文件","ScreenEditor",
"Upload files","1","1033","0","","ScreenEditor",
"Upload files finished.","1","2052","0","上传文件完成。","ScreenEditor",
"Upload files finished.","1","1028","0","上傳文件完成。","ScreenEditor",
"Upload files finished.","1","1033","0","","ScreenEditor",
"Updating statistic data...","1","2052","0","更新统计资料...","ScreenEditor",
"Updating statistic data...","1","1028","0","更新統計資料...","ScreenEditor",
"Updating statistic data...","1","1033","0","","ScreenEditor",
"Upload file path:","1","2052","0","上传文件路径：","ScreenEditor",
"Upload file path:","1","1028","0","上傳文件路徑：","ScreenEditor",
"Upload file path:","1","1033","0","","ScreenEditor",
"DFM File","1","2052","0","DFM文件","ScreenEditor",
"DFM File","1","1028","0","DFM文件","ScreenEditor",
"DFM File","1","1033","0","","ScreenEditor",
"Action Type","1","2052","0","Action类型","ScreenEditor",
"Action Type","1","1028","0","Action類型","ScreenEditor",
"Action Type","1","1033","0","","ScreenEditor",
"Unit:","1","2052","0","单元：","ScreenEditor",
"Unit:","1","1028","0","單元：","ScreenEditor",
"Unit:","1","1033","0","","ScreenEditor",
"DFM File Origion Format","1","2052","0","DFM文件原始格式","ScreenEditor",
"DFM File Origion Format","1","1028","0","DFM文件原始格式","ScreenEditor",
"DFM File Origion Format","1","1033","0","","ScreenEditor",
"Action Editor","1","2052","0","Action编辑器","ScreenEditor",
"Action Editor","1","1028","0","Action編輯器","ScreenEditor",
"Action Editor","1","1033","0","","ScreenEditor",
"Design Configuration Toolbar...","1","2052","0","设计扩展版Toolbar...","ScreenEditor",
"Design Configuration Toolbar...","1","1028","0","設計擴展版Toolbar...","ScreenEditor",
"Design Configuration Toolbar...","1","1033","0","","ScreenEditor",
"Code Editor","1","2052","0","代码编辑器","ScreenEditor",
"Code Editor","1","1028","0","代碼編輯器","ScreenEditor",
"Code Editor","1","1033","0","","ScreenEditor",
"Design...","1","2052","0","设计...","ScreenEditor",
"Design...","1","1028","0","設計...","ScreenEditor",
"Design...","1","1033","0","","ScreenEditor",
"Design ToolBar...","1","2052","0","设计ToolBar...","ScreenEditor",
"Design ToolBar...","1","1028","0","設計ToolBar...","ScreenEditor",
"Design ToolBar...","1","1033","0","","ScreenEditor",
"Cloning picture...","1","2052","0","正在克隆图片资料......","ScreenEditor",
"Cloning picture...","1","1028","0","正在克隆圖片資料......","ScreenEditor",
"Cloning picture...","1","1033","0","","ScreenEditor",
"Enter the string to be translated.","1","2052","0","请键入要翻译的字串。","ScreenEditor",
"Enter the string to be translated.","1","1028","0","請鍵入要翻譯的字串。","ScreenEditor",
"Enter the string to be translated.","1","1033","0","","ScreenEditor",
"Cloning HMI view...","1","2052","0","正在克隆HMI画面资料......","ScreenEditor",
"Cloning HMI view...","1","1028","0","正在克隆HMI畫面資料......","ScreenEditor",
"Cloning HMI view...","1","1033","0","","ScreenEditor",
"Cloning multi-language string...","1","2052","0","正在克隆多语言字串资料......","ScreenEditor",
"Cloning multi-language string...","1","1028","0","正在克隆多語言字串資料......","ScreenEditor",
"Cloning multi-language string...","1","1033","0","","ScreenEditor",
"Add To Other Version...","1","2052","0","加入到其他版本...","ScreenEditor",
"Add To Other Version...","1","1028","0","加入到其他版本...","ScreenEditor",
"Add To Other Version...","1","1033","0","","ScreenEditor",
"Toggle Form/Unit","1","2052","0","窗体/单元 触发器","ScreenEditor",
"Toggle Form/Unit","1","1028","0","窗體/單元 觸發器","ScreenEditor",
"Toggle Form/Unit","1","1033","0","","ScreenEditor",
"Tool Palette","1","2052","0","元件盘","ScreenEditor",
"Tool Palette","1","1028","0","元件盤","ScreenEditor",
"Tool Palette","1","1033","0","","ScreenEditor",
"Add New Picture...","1","2052","0","添加图片...","ScreenEditor",
"Add New Picture...","1","1028","0","添加圖片...","ScreenEditor",
"Add New Picture...","1","1033","0","","ScreenEditor",
"Add new image catalog: ""%%s""","1","2052","0","新增图像分类：""%%s""","ScreenEditor",
"Add new image catalog: ""%%s""","1","1028","0","新增圖像分類：""%%s""","ScreenEditor",
"Add new image catalog: ""%%s""","1","1033","0","","ScreenEditor",
"""%%s""%n%cand ""%%s"" do not match!","1","2052","0","""%%s""%n%c与 ""%%s"" 文件不匹配！","ScreenEditor",
"""%%s""%n%cand ""%%s"" do not match!","1","1028","0","""%%s""%n%c與 ""%%s"" 文件不匹配！","ScreenEditor",
"""%%s""%n%cand ""%%s"" do not match!","1","1033","0","","ScreenEditor",
"""%%s"" Properties","1","2052","0","""%%s"" 属性","ScreenEditor",
"""%%s"" Properties","1","1028","0","""%%s"" 屬性","ScreenEditor",
"""%%s"" Properties","1","1033","0","","ScreenEditor",
"Exists a picture, do you want to replace it?","1","2052","0","存在相同名称的图片，你确定要替换它吗？","ScreenEditor",
"Exists a picture, do you want to replace it?","1","1028","0","存在相同名稱的圖片，你確定要替換它嗎？","ScreenEditor",
"Exists a picture, do you want to replace it?","1","1033","0","","ScreenEditor",
"Exist in the same category: ""%%s""!","1","2052","0","类别""%%s""已存在!","ScreenEditor",
"Exist in the same category: ""%%s""!","1","1028","0","類別""%%s""已存在!","ScreenEditor",
"Exist in the same category: ""%%s""!","1","1033","0","","ScreenEditor",
"This feature limits for each toolbar can accommodate the maximum number of button, You can modify this properties in project.","1","2052","0","这个功能限制了每个工具栏所能建立按钮的最大值，你可以通过专案属性修改它。","ScreenEditor",
"This feature limits for each toolbar can accommodate the maximum number of button, You can modify this properties in project.","1","1028","0","這個功能限制了每個工具欄所能建立按鈕的最大值，你可以通過專案屬性修改它。","ScreenEditor",
"This feature limits for each toolbar can accommodate the maximum number of button, You can modify this properties in project.","1","1033","0","","ScreenEditor",
"Clone...","1","2052","0","克隆...","ScreenEditor",
"Clone...","1","1028","0","克隆...","ScreenEditor",
"Clone...","1","1033","0","","ScreenEditor",
"Cloning control data...","1","2052","0","正在克隆控制参数资料......","ScreenEditor",
"Cloning control data...","1","1028","0","正在克隆控制參數資料......","ScreenEditor",
"Cloning control data...","1","1033","0","","ScreenEditor",
"Clone Resource","1","2052","0","克隆资源","ScreenEditor",
"Clone Resource","1","1028","0","克隆資源","ScreenEditor",
"Clone Resource","1","1033","0","","ScreenEditor",
"Thumbnail","1","2052","0","缩略图","ScreenEditor",
"Thumbnail","1","1028","0","縮略圖","ScreenEditor",
"Thumbnail","1","1033","0","","ScreenEditor",
"Top Gap","","2052","0","上边距","ScreenEditor",
"Top Gap","","1028","0","上邊距","ScreenEditor",
"Top Gap","","1033","0","","ScreenEditor",
"Top Left","1","2052","0","左上对齐","ScreenEditor",
"Top Left","1","1028","0","左上對齊","ScreenEditor",
"Top Left","1","1033","0","","ScreenEditor",
"Edit Folder","1","2052","0","编辑目录","ScreenEditor",
"Edit Folder","1","1028","0","編輯目錄","ScreenEditor",
"Edit Folder","1","1033","0","","ScreenEditor",
"Top Center","1","2052","0","顶部中间对齐","ScreenEditor",
"Top Center","1","1028","0","頂部中間對齊","ScreenEditor",
"Top Center","1","1033","0","","ScreenEditor",
"Add Default Caption","1","2052","0","添加默认标题","ScreenEditor",
"Add Default Caption","1","1028","0","添加默認標題","ScreenEditor",
"Add Default Caption","1","1033","0","","ScreenEditor",
"Top to Bottom","","2052","0","从上到下","ScreenEditor",
"Top to Bottom","","1028","0","從上到下","ScreenEditor",
"Top to Bottom","","1033","0","","ScreenEditor",
"Edit Component","","2052","0","编辑元件","ScreenEditor",
"Edit Component","","1028","0","編輯元件","ScreenEditor",
"Edit Component","","1033","0","","ScreenEditor",
"Top Right","1","2052","0","右上对齐","ScreenEditor",
"Top Right","1","1028","0","右上對齊","ScreenEditor",
"Top Right","1","1033","0","","ScreenEditor",
"Add Data","1","2052","0","增加数据","ScreenEditor",
"Add Data","1","1028","0","增加數據","ScreenEditor",
"Add Data","1","1033","0","","ScreenEditor",
"Toolbar List","1","2052","0","工具栏列表","ScreenEditor",
"Toolbar List","1","1028","0","工具欄列表","ScreenEditor",
"Toolbar List","1","1033","0","","ScreenEditor",
"Edit Resource...","1","2052","0","编辑资源...","ScreenEditor",
"Edit Resource...","1","1028","0","編輯資源...","ScreenEditor",
"Edit Resource...","1","1033","0","","ScreenEditor",
"EditCausation","1","2052","0","编辑原因","ScreenEditor",
"EditCausation","1","1028","0","編輯原因","ScreenEditor",
"EditCausation","1","1033","0","","ScreenEditor",
"Toolbar && ToolButton","1","2052","0","工具栏与按键","ScreenEditor",
"Toolbar && ToolButton","1","1028","0","工具欄與按鍵","ScreenEditor",
"Toolbar && ToolButton","1","1033","0","","ScreenEditor",
"Edit Property Group...","1","2052","0","编辑属性分组...","ScreenEditor",
"Edit Property Group...","1","1028","0","編輯屬性分組...","ScreenEditor",
"Edit Property Group...","1","1033","0","","ScreenEditor",
"Add Folder","1","2052","0","增加目录","ScreenEditor",
"Add Folder","1","1028","0","增加目錄","ScreenEditor",
"Add Folder","1","1033","0","","ScreenEditor",
"Add Files","1","2052","0","增加文件","ScreenEditor",
"Add Files","1","1028","0","增加文件","ScreenEditor",
"Add Files","1","1033","0","","ScreenEditor",
"ToolButton","","2052","0","按钮","ScreenEditor",
"ToolButton","","1028","0","按鈕","ScreenEditor",
"ToolButton","","1033","0","","ScreenEditor",
"Add From folder","1","2052","0","从目录增加","ScreenEditor",
"Add From folder","1","1028","0","從目錄增加","ScreenEditor",
"Add From folder","1","1033","0","","ScreenEditor",
"CRC Code is not validate.","1","2052","0","CRC代码无效.","ScreenEditor",
"CRC Code is not validate.","1","1028","0","CRC代碼無效.","ScreenEditor",
"CRC Code is not validate.","1","1033","0","","ScreenEditor",
"(include not used pictures by any form)","1","2052","0","（包括没有被任何画面使用到的图片）","ScreenEditor",
"(include not used pictures by any form)","1","1028","0","（包括沒有被任何畫面使用到的圖片）","ScreenEditor",
"(include not used pictures by any form)","1","1033","0","","ScreenEditor",
"Create New","1","2052","0","创建新的","ScreenEditor",
"Create New","1","1028","0","創建新的","ScreenEditor",
"Create New","1","1033","0","","ScreenEditor",
"Create Date","1","2052","0","创建日期","ScreenEditor",
"Create Date","1","1028","0","創建日期","ScreenEditor",
"Create Date","1","1033","0","","ScreenEditor",
"Copying unit ""%%s""...","1","2052","0","正在拷备单元""%%s""...","ScreenEditor",
"Copying unit ""%%s""...","1","1028","0","正在拷備單元""%%s""...","ScreenEditor",
"Copying unit ""%%s""...","1","1033","0","","ScreenEditor",
"Component:","1","2052","0","元件：","ScreenEditor",
"Component:","1","1028","0","元件：","ScreenEditor",
"Component:","1","1033","0","","ScreenEditor",
"Convert to Format","1","2052","0","转化为什么格式","ScreenEditor",
"Convert to Format","1","1028","0","轉化為什么格式","ScreenEditor",
"Convert to Format","1","1033","0","","ScreenEditor",
"Copy unit is finished.","1","2052","0","拷备单元完成.","ScreenEditor",
"Copy unit is finished.","1","1028","0","拷備單元完成.","ScreenEditor",
"Copy unit is finished.","1","1033","0","","ScreenEditor",
"Component/Control Create Order","1","2052","0","设置TabOrder","ScreenEditor",
"Component/Control Create Order","1","1028","0","設置TabOrder","ScreenEditor",
"Component/Control Create Order","1","1033","0","","ScreenEditor",
"When you checked ""By same class to search"",Only allow to selected one object per-class.Class ""%%s"" duplicated.","1","2052","0","当你勾选了“按相同类别查找”时，每种类别只能选择一个。类别“%%s”重复。","ScreenEditor",
"When you checked ""By same class to search"",Only allow to selected one object per-class.Class ""%%s"" duplicated.","1","1028","0","當你勾選了“按相同類別查找”時，每種類別只能選擇一個。類別“%%s”重復。","ScreenEditor",
"When you checked ""By same class to search"",Only allow to selected one object per-class.Class ""%%s"" duplicated.","1","1033","0","","ScreenEditor",
"Width x Height","1","2052","0","宽x高","ScreenEditor",
"Width x Height","1","1028","0","寬x高","ScreenEditor",
"Width x Height","1","1033","0","","ScreenEditor",
"Welcome Page","1","2052","0","欢迎页","ScreenEditor",
"Welcome Page","1","1028","0","歡迎頁","ScreenEditor",
"Welcome Page","1","1033","0","","ScreenEditor",
"Welcome to ScreenEditor shipment wizard.","1","2052","0","欢迎使用ScreenEditor发布向导！","ScreenEditor",
"Welcome to ScreenEditor shipment wizard.","1","1028","0","歡迎使用ScreenEditor發布向導！","ScreenEditor",
"Welcome to ScreenEditor shipment wizard.","1","1033","0","","ScreenEditor",
"Current VersionOID :","1","2052","0","当前版本OID：","ScreenEditor",
"Current VersionOID :","1","1028","0","當前版本OID：","ScreenEditor",
"Current VersionOID :","1","1033","0","","ScreenEditor",
"CreationDate","1","2052","0","创建日期","ScreenEditor",
"CreationDate","1","1028","0","創建日期","ScreenEditor",
"CreationDate","1","1033","0","","ScreenEditor",
"Compiler","","2052","0","编译器","ScreenEditor",
"Compiler","","1028","0","編譯器","ScreenEditor",
"Compiler","","1033","0","","ScreenEditor",
"Compiler:","","2052","0","编译器:","Compiler",
"Compiler:","","1028","0","編譯器:","Compiler",
"Compiler:","","1033","0","","Compiler",
"Cross && Mold","1","2052","0","十字头与模板","ScreenEditor",
"Cross && Mold","1","1028","0","十字頭與模板","ScreenEditor",
"Cross && Mold","1","1033","0","","ScreenEditor",
"&Windows List...","","2052","0","视窗列表...(&W)","ScreenEditor",
"&Windows List...","","1028","0","視窗列表...(&W)","ScreenEditor",
"&Windows List...","","1033","0","","ScreenEditor",
"Windows List","","2052","0","视窗列表","&Windows List...",
"Windows List","","1028","0","視窗列表","&Windows List...",
"Windows List","","1033","0","","&Windows List...",
"(All Language)","1","2052","0","（所有语言）","ScreenEditor",
"(All Language)","1","1028","0","（所有語言）","ScreenEditor",
"(All Language)","1","1033","0","","ScreenEditor",
